Year,Month,State,Primary Mode,Etiology,Serotype or Genotype,Etiology Status,Setting,Illnesses,Hospitalizations,Info On Hospitalizations,Deaths,Info On Deaths,Food Vehicle,Food Contaminated Ingredient,IFSAC Category,Water Exposure,Water Type,Animal Type,RECORD_KEY,Load Date,year_month,date_key
2013,12,Oregon,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,11,,11,,11,,,,,,,0098084b49b20151,2024-12-20,2013-12,20131201
2016,10,Mississippi,Person-to-person,Norovirus Genogroup II,GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,51,0,51,0,51,,,,,,,0098f9c1778d5579,2024-12-20,2016-10,20161001
2020,1,Maine,Person-to-person,,,,Long-term care/nursing home/assisted living facility,23,0,23,0,23,,,,,,,0099ef638118fcf0,2024-12-20,2020-01,20200101
2009,11,Massachusetts,Food,Salmonella enterica,Montevideo,Confirmed,,39,1,39,0,39,,,,,,,009bf7b5569ae389,2024-12-20,2009-11,20091101
2012,8,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,12,0,,0,,,,,,,,009c03665147e6f4,2024-12-20,2012-08,20120801
2015,1,Massachusetts,Person-to-person,,,,Long-term care/nursing home/assisted living facility,7,,,,,,,,,,,009ce081310364d4,2024-12-20,2015-01,20150101
2002,11,Maryland,Food,,,,Restaurant: Other,10,,,,,"sandwich, submarine",,Multiple,,,,009de822bf382556,2024-12-20,2002-11,20021101
2012,8,Minnesota,Person-to-person,Shigella sonnei,,Confirmed,Child daycare/preschool,2,0,2,0,2,,,,,,,00a08f972b243ff3,2024-12-20,2012-08,20120801
2012,3,Pennsylvania,Person-to-person,,,,Long-term care/nursing home/assisted living facility,32,0,32,0,32,,,,,,,00a2d8c6eaac21e1,2024-12-20,2012-03,20120301
2015,1,Illinois,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,33,1,33,0,33,,,,,,,00a52469e805fcbc,2024-12-20,2015-01,20150101
1998,7,Washington,Water,Unknown,,Suspected,Park - Other/Unspecified,248,,,,,,,,Recreational water -- untreated,Lake/Reservoir,,00a5cecdcbd5e52b,2024-12-20,1998-07,19980701
1998,1,Michigan,Food,,,,Restaurant: Other,4,,,0,,"ground beef, cheeseburger",,Beef,,,,00a5dd3a430d408c,2024-12-20,1998-01,19980101
1999,11,Alaska,Food,Norovirus Genogroup I,,Suspected,Restaurant: Other,191,,,,,potato salad,,Multiple,,,,00a882d6e1653d56,2024-12-20,1999-11,19991101
2004,9,Washington,Food,,,,Restaurant: Other,2,0,2,0,2,,,,,,,00a8abd882c6adf3,2024-12-20,2004-09,20040901
2008,3,Florida,Food,,,,Restaurant: Other,9,3,9,0,9,house salad,,Multiple,,,,00a90018314f106b,2024-12-20,2008-03,20080301
2023,3,Multistate,Person-to-person,,,,Organized camp facility,5,0,5,0,5,,,,,,,00a96e78481d50d9,2024-12-20,2023-03,20230301
2016,3,Massachusetts,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,10,1,10,0,10,,,,,,,00aaa08cf2c193e2,2024-12-20,2016-03,20160301
2000,7,Indiana,Food,Clostridium perfringens,,Suspected,Restaurant: Other,10,0,10,0,10,"taco, unspecified;refried beans, unspecified",legume,Seeded Vegetables,,,,00aaa2a519ea1564,2024-12-20,2000-07,20000701
2007,7,Texas,Food,,,,Other,12,0,3,0,3,,,,,,,00ab4054409df388,2024-12-20,2007-07,20070701
2015,2,Pennsylvania,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,37,0,37,0,37,,,,,,,00abb4dc64cd00cf,2024-12-20,2015-02,20150201
2016,4,Oregon,Indeterminate/unknown,,,,School/college/university,83,,0,,0,,,,,,,00ada765e7367b32,2024-12-20,2016-04,20160401
2013,7,Colorado,Food,Salmonella enterica,Hadar,Confirmed,Restaurant: Sit-down dining,4,2,4,0,4,,,,,,,00ae01c5fb796956,2024-12-20,2013-07,20130701
2001,4,Florida,Food,Clostridium perfringens,,Suspected,Restaurant: Other,5,,,,,,,,,,,00aed8908c788827,2024-12-20,2001-04,20010401
2014,4,New York,Food,Scombroid toxin,,Confirmed,Private home/residence,2,0,2,0,2,yellow Fin Tuna,tuna,Fish,,,,00af31e5d246b065,2024-12-20,2014-04,20140401
2019,6,Nevada,Person-to-person,,,,Child daycare/preschool,29,0,29,0,29,,,,,,,00afa73cac54f5e3,2024-12-20,2019-06,20190601
2013,10,California,Food,Campylobacter jejuni,,Confirmed,,21,3,21,0,21,"fish, codfish",,Fish,,,,00b020faee1ef42f,2024-12-20,2013-10,20131001
1999,4,Florida,Food,Hepatitis A,,Confirmed,Caterer,8,,,,,,,,,,,00b0c95993c545a4,2024-12-20,1999-04,19990401
2019,3,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,24,0,24,0,24,,,,,,,00b182570a209a4c,2024-12-20,2019-03,20190301
2013,1,Colorado,Person-to-person,Norovirus,,Suspected,Child daycare/preschool,19,0,19,0,19,,,,,,,00b1b24244796a87,2024-12-20,2013-01,20130101
2016,2,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,22,0,22,0,22,,,,,,,00b202616434a6c8,2024-12-20,2016-02,20160201
2019,7,Washington,Food,Norovirus unknown,,Suspected,Restaurant: Sit-down dining,13,0,11,0,11,salsa;chips;bean dip,,Multiple,,,,00b35a7945e93e5c,2024-12-20,2019-07,20190701
2016,11,Virginia,Water,Norovirus unknown,,Suspected,Hall/Meeting Facility,10,0,0,0,0,,,,Drinking water,Individual/Private,,00b3d7351aec7789,2024-12-20,2016-11,20161101
2014,8,Iowa,Food,Other - Chemical/Toxin,,Suspected,Restaurant: Sit-down dining,4,0,4,0,4,,,,,,,00b46cee03581a91,2024-12-20,2014-08,20140801
2020,9,Maine,Indeterminate/unknown,,,,Restaurant,5,,0,,0,,,,,,,00b4c5532a7c7405,2024-12-20,2020-09,20200901
2014,7,California,Food,Other - Chemical/Toxin,,Suspected,Restaurant: Fast-food (drive up service or pay at counter),2,0,2,0,2,,,,,,,00b74b97bf4fe583,2024-12-20,2014-07,20140701
2014,3,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,25,0,25,0,0,,,,,,,00b959544d89a9ee,2024-12-20,2014-03,20140301
2015,8,Wisconsin,Water,Cryptosporidium unknown,,Confirmed,Camp/cabin,9,0,0,0,0,,,,Recreational water -- treated,Pool - Other Swimming Pool,,00bd29e22e3ae309,2024-12-20,2015-08,20150801
2023,4,Pennsylvania,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,72,0,72,0,72,,,,,,,00bebc726b5a420c,2024-12-20,2023-04,20230401
2012,12,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.4 Sydney,Suspected,Long-term care/nursing home/assisted living facility,31,2,31,0,31,,,,,,,00c057b92fbd77ac,2024-12-20,2012-12,20121201
2019,5,Florida,Water,Legionella pneumophila,serogroup 1,Confirmed,Apartment/Condo,2,2,2,0,2,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,,00c1c39fc948f2a8,2024-12-20,2019-05,20190501
2023,2,Massachusetts,Person-to-person,Norovirus unknown,,Suspected,School/college/university,34,0,0,0,0,,,,,,,00c2a39ebd62da63,2024-12-20,2023-02,20230201
2014,1,North Carolina,Person-to-person,,,,Long-term care/nursing home/assisted living facility,51,0,51,0,51,,,,,,,00c325e9a64feed3,2024-12-20,2014-01,20140101
2023,5,Washington,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,4,0,,,,,,,,,,00c39c331108e320,2024-12-20,2023-05,20230501
2016,2,Tennessee,Person-to-person,Norovirus Genogroup II,GII.13,Confirmed,Long-term care/nursing home/assisted living facility,31,0,31,1,31,,,,,,,00c44657920cf126,2024-12-20,2016-02,20160201
2015,5,Pennsylvania,Person-to-person,Shigella sonnei,subgroup D,Confirmed,Private home/residence,2,0,2,0,2,,,,,,,00c4d1b86656998f,2024-12-20,2015-05,20150501
2014,2,North Carolina,Person-to-person,,,,Long-term care/nursing home/assisted living facility,151,0,151,0,151,,,,,,,00c4dc8f3db5f686,2024-12-20,2014-02,20140201
2018,3,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,10,0,10,0,10,,,,,,,00c53b45cec55636,2024-12-20,2018-03,20180301
2014,4,Ohio,Person-to-person,Norovirus Genogroup II,GII.6,Suspected,School/college/university,55,0,55,0,55,,,,,,,00c602ef6892703e,2024-12-20,2014-04,20140401
2015,11,Illinois,Person-to-person,Norovirus,,Suspected,Child daycare/preschool,5,0,5,0,5,,,,,,,00c83b75688b9314,2024-12-20,2015-11,20151101
2019,9,Washington,Food,Norovirus unknown,,Suspected,Restaurant: Sit-down dining,9,0,9,0,9,,,,,,,00c8821646939d71,2024-12-20,2019-09,20190901
2020,1,Puerto Rico,Indeterminate/unknown,,,,Shelter/group home/transitional housing,5,0,5,0,5,,,,,,,00ca3faa7a2e81d4,2024-12-20,2020-01,20200101
2011,1,Pennsylvania,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,53,1,53,0,53,,,,,,,00ca667cc338fe9c,2024-12-20,2011-01,20110101
2007,8,Washington,Food,Clostridium perfringens,,Confirmed,Correctional/detention facility,300,0,164,0,164,,,,,,,00cbd4ca953d6d28,2024-12-20,2007-08,20070801
2022,3,Massachusetts,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,18,0,0,0,0,,,,,,,00cd20a3eb92ac53,2024-12-20,2022-03,20220301
2018,3,Utah,Food,Staphylococcus aureus,,Suspected,Restaurant: Sit-down dining,3,0,1,0,1,Eggs,,Eggs,,,,00ced848b544df2c,2024-12-20,2018-03,20180301
2019,10,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,10,1,10,0,10,,,,,,,00d1ccbcabb25860,2024-12-20,2019-10,20191001
2002,4,California,Food,Other - Chemical/Toxin,,Suspected,Restaurant: Other,2,0,2,0,2,,,,,,,00d25df835bbfe42,2024-12-20,2002-04,20020401
2019,4,Arizona,Person-to-person,Norovirus unknown;Norovirus Genogroup II,unknown,Suspected;Confirmed,Long-term care/nursing home/assisted living facility,23,2,23,0,23,,,,,,,00d2b8e890872857,2024-12-20,2019-04,20190401
2018,2,Colorado,Food,Norovirus unknown,,Confirmed,Restaurant: Sit-down dining,10,0,10,0,10,,,,,,,00d30586b73c7ed7,2024-12-20,2018-02,20180201
2022,8,Oregon,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,9,0,9,0,9,,,,,,,00d519b33432fc55,2024-12-20,2022-08,20220801
2021,8,New York,Indeterminate/unknown,,,,Restaurant,4,0,0,0,0,,,,,,,00d5f4192ffb229b,2024-12-20,2021-08,20210801
2013,12,Oregon,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,17,1,17,,17,,,,,,,00d693f9e50b6251,2024-12-20,2013-12,20131201
2012,2,Connecticut,Person-to-person,,,,Long-term care/nursing home/assisted living facility,44,0,44,0,44,,,,,,,00d7b0b5b771d2dc,2024-12-20,2012-02,20120201
2006,5,Florida,Food,Norovirus Genogroup I,,Suspected,Restaurant: Other,3,,,,,"spring rolls, unspecified",,Multiple,,,,00d8404a806bc1ab,2024-12-20,2006-05,20060501
2012,11,Minnesota,Person-to-person,Cryptosporidium,,Suspected,Child daycare/preschool,3,0,3,0,3,,,,,,,00d90a9fddda918c,2024-12-20,2012-11,20121101
2006,10,Ohio,Food,Other - Chemical/Toxin,,Confirmed,Other,2,0,2,0,2,other food,,,,,,00d92aee80414070,2024-12-20,2006-10,20061001
2011,3,Wisconsin,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Long-term care/nursing home/assisted living facility,23,0,23,0,23,,,,,,,00d99fd26dc4b9a2,2024-12-20,2011-03,20110301
2000,12,Ohio,Food,Salmonella enterica,Typhimurium,Confirmed,Private home/residence,3,0,3,0,3,"turkey, smoked",,Turkey,,,,00d9acf7ef2292e2,2024-12-20,2000-12,20001201
2013,2,Kentucky,Indeterminate/unknown,,,,,11,0,11,0,11,,,,,,,00db45928c92f0ca,2024-12-20,2013-02,20130201
2008,6,Michigan,Food,Campylobacter unknown,,Confirmed,Other,27,0,27,0,27,"pork, other",,Pork,,,,00db78a323b069ce,2024-12-20,2008-06,20080601
2016,11,Rhode Island,Indeterminate/unknown,Norovirus Genogroup II,unknown,Confirmed,Other,11,0,11,0,11,,,,,,,00db814b7afd9747,2024-12-20,2016-11,20161101
2015,4,Pennsylvania,Indeterminate/unknown,"Escherichia coli, Shiga toxin-producing",O111,Suspected,Private home/residence,2,0,2,0,2,,,,,,,00dbc05b4b7b243c,2024-12-20,2015-04,20150401
2002,6,Minnesota,Food,Norovirus Genogroup I,,Suspected,Restaurant: Other,18,0,17,0,17,"turkey, other",,Turkey,,,,00dc83e098195989,2024-12-20,2002-06,20020601
2016,2,New Hampshire,Person-to-person,,,,Long-term care/nursing home/assisted living facility,18,0,18,0,18,,,,,,,00dc8a9a51939caa,2024-12-20,2016-02,20160201
1999,9,Florida,Food,,,,Restaurant: Other,2,0,4,0,4,"potato skins;oysters, steamed",,Multiple,,,,00dcd1a9319dc6ba,2024-12-20,1999-09,19990901
2011,12,New Hampshire,Person-to-person,Norovirus Genogroup II,GII.4 New Orleans,Suspected,Long-term care/nursing home/assisted living facility,23,0,0,0,0,,,,,,,00dd689fb8b452a4,2024-12-20,2011-12,20111201
2007,12,Pennsylvania,Food,Norovirus Genogroup I,,Confirmed,Restaurant: Other;Banquet Facility (food prepared and served on-site),95,2,87,0,87,"garden salad;cake, cheese",,Multiple,,,,00dec2f5e0b38118,2024-12-20,2007-12,20071201
2013,11,West Virginia,Indeterminate/unknown,,,,Long-term care/nursing home/assisted living facility,2,0,2,0,2,,,,,,,00dfb2a073902d77,2024-12-20,2013-11,20131101
2015,6,Pennsylvania,Indeterminate/unknown,"Escherichia coli, Shiga toxin-producing",,Suspected,Private home/residence,2,0,2,0,2,,,,,,,00e158ba24dc4519,2024-12-20,2015-06,20150601
2020,7,Missouri,Water,Cryptosporidium unknown,,Confirmed,Child daycare/preschool,4,,0,,0,,,,Recreational water -- treated,"Pool - Kiddie/Wading, Temporary",,00e187f55139a4de,2024-12-20,2020-07,20200701
2001,6,Illinois,Food,Norovirus Genogroup I,,Suspected,Restaurant: Other,27,1,27,0,27,"quesadilla, chicken;ground beef, meatballs",,Multiple,,,,00e2528e0b2fda62,2024-12-20,2001-06,20010601
2021,1,Tennessee,Food,Norovirus Genogroup II,,Suspected,Restaurant: Sit-down dining,4,0,4,0,4,,,,,,,00e311a7c44f7b37,2024-12-20,2021-01,20210101
2021,7,Oregon,Food,Vibrio parahaemolyticus,,Confirmed,Restaurant: Sit-down dining,2,0,2,0,2,raw oysters,oysters,Mollusks,,,,00e41eb37aee3776,2024-12-20,2021-07,20210701
2020,2,Michigan,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,9,0,9,0,9,,,,,,,00e5b326027f795b,2024-12-20,2020-02,20200201
2011,9,Oregon,Indeterminate/unknown,Norovirus Genogroup II,GII.4 New Orleans,Confirmed,Long-term care/nursing home/assisted living facility,17,0,17,0,17,,,,,,,00e76e9d891dd29e,2024-12-20,2011-09,20110901
2013,3,Vermont,Indeterminate/unknown,,,,Long-term care/nursing home/assisted living facility,9,0,9,0,9,,,,,,,00e849e01b751acd,2024-12-20,2013-03,20130301
2010,11,Missouri,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,School/college/university,162,0,162,0,162,,,,,,,00e940802e20299e,2024-12-20,2010-11,20101101
2018,1,Wisconsin,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,13,0,13,0,13,,,,,,,00eb569ee934c7d5,2024-12-20,2018-01,20180101
2019,2,Nebraska,Indeterminate/unknown,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,36,0,36,0,36,,,,,,,00ed6d78969731aa,2024-12-20,2019-02,20190201
2016,5,Illinois,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,2,0,2,0,2,,,,,,,00ee69b4d6a46522,2024-12-20,2016-05,20160501
2013,2,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.2,Suspected,Long-term care/nursing home/assisted living facility,7,0,0,0,0,,,,,,,00eed94129b592d3,2024-12-20,2013-02,20130201
2016,6,Tennessee,Person-to-person,Norovirus Genogroup I,,Suspected,Camp,23,0,0,0,23,,,,,,,00ef488b14f5ed38,2024-12-20,2016-06,20160601
2017,2,Wisconsin,Indeterminate/unknown,,,,Long-term care/nursing home/assisted living facility,13,0,0,0,0,,,,,,,00ef6fe2f709321e,2024-12-20,2017-02,20170201
2017,3,Missouri,Person-to-person,Norovirus unknown,,Confirmed,Other,19,0,0,0,0,,,,,,,00f02192433eabc3,2024-12-20,2017-03,20170301
2003,1,Kansas,Food,Norovirus unknown,,Confirmed,Restaurant: Other,8,0,8,0,8,,,,,,,00f10d251296d5bb,2024-12-20,2003-01,20030101
2018,5,Illinois,Food,Cyclospora cayetanensis,,Confirmed,Restaurant: Sit-down dining,4,0,4,0,3,"cilantro, unspecified",cilantro,Herbs,,,,00f208ca561faccd,2024-12-20,2018-05,20180501
2019,2,Rhode Island,Person-to-person,Norovirus unknown,,Suspected,School/college/university,44,0,7,0,1,,,,,,,00f357cea8b2c9c6,2024-12-20,2019-02,20190201
2010,2,Michigan,Person-to-person,,,,,18,0,0,0,0,,,,,,,00f4cb508af41094,2024-12-20,2010-02,20100201
2012,6,Arizona,Person-to-person,Norovirus Genogroup I,unknown,Confirmed,Long-term care/nursing home/assisted living facility,8,0,8,0,8,,,,,,,00f6e843f07ee5d5,2024-12-20,2012-06,20120601
2009,3,North Dakota,Person-to-person,,,,Long-term care/nursing home/assisted living facility,32,0,18,0,18,,,,,,,00f896f52ce5eae3,2024-12-20,2009-03,20090301
2009,2,Oregon,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Long-term care/nursing home/assisted living facility,17,0,17,0,17,,,,,,,00f9296b252039fd,2024-12-20,2009-02,20090201
2018,9,Kansas,Food,,,,Restaurant: Fast-food (drive up service or pay at counter),3,0,3,0,3,,,,,,,00f9860957427ef8,2024-12-20,2018-09,20180901
2022,3,South Carolina,Person-to-person,Norovirus unknown,,Suspected,Child daycare/preschool,17,0,17,0,17,,,,,,,00fa659b3c177fbf,2024-12-20,2022-03,20220301
2010,12,New York,Person-to-person,Norovirus,,Suspected,,60,,,,,,,,,,,00fb2ec7c2316084,2024-12-20,2010-12,20101201
2001,5,Florida,Food,Staphylococcus aureus,,Suspected,Restaurant: Other,2,,,,,"sandwich, roast beef",,Multiple,,,,00fbe596416a0f76,2024-12-20,2001-05,20010501
2010,12,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,62,0,62,0,62,,,,,,,00fc50ccaf8cee92,2024-12-20,2010-12,20101201
2021,1,Tennessee,Environmental contamination other than food/water,Salmonella enterica,Javiana,Confirmed,Other healthcare facility,3,0,3,0,3,,,,,,,00fd70e45707211d,2024-12-20,2021-01,20210101
1971,2,California,Water,Copper,,Confirmed,Restaurant,2,,,0,,,,,Drinking water,Community,,01024584a59a2eb4,2024-12-20,1971-02,19710201
2023,1,Virginia,Person-to-person,Norovirus Genogroup I,GI.P5 GI.5,Confirmed,School/college/university,15,0,15,0,15,,,,,,,010260e86e61a018,2024-12-20,2023-01,20230101
2000,12,Tennessee,Food,Staphylococcus aureus,,Suspected,Restaurant: Other,3,0,3,0,3,,,,,,,010290df911040df,2024-12-20,2000-12,20001201
2021,4,Virginia,Indeterminate/unknown,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,42,0,42,0,42,,,,,,,01032785123855cd,2024-12-20,2021-04,20210401
2001,6,California,Food,Shigella unknown,,Confirmed,Private home/residence;Grocery store/bakery/deli/convenience store,8,0,8,0,8,,,,,,,0103529335db7005,2024-12-20,2001-06,20010601
2021,3,South Carolina,Indeterminate/unknown,Norovirus unknown,,Suspected,School/college/university,5,0,5,0,5,,,,,,,01070c8373a8ac1a,2024-12-20,2021-03,20210301
2017,1,Illinois,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,67,1,67,0,67,,,,,,,010747fc2343134e,2024-12-20,2017-01,20170101
1998,1,California,Food,,,,Other,112,0,166,0,166,custard,,Multiple,,,,010c0c3db827d0a4,2024-12-20,1998-01,19980101
2017,9,South Carolina,Person-to-person,Shigella sonnei,subgroup D,Confirmed,Child daycare/preschool,3,0,3,0,3,,,,,,,010d34cc59b58014,2024-12-20,2017-09,20170901
2012,2,New York,Person-to-person,Norovirus,,Suspected,,9,,,,,,,,,,,010e637e05938718,2024-12-20,2012-02,20120201
2023,8,Virginia,Person-to-person,Norovirus unknown,,Suspected,School/college/university,5,0,5,0,5,,,,,,,0113071b81f43570,2024-12-20,2023-08,20230801
2012,3,Maryland,Person-to-person,Norovirus Genogroup II,GII.1,Confirmed,Restaurant,34,0,34,0,34,,,,,,,0115d76a3c68f020,2024-12-20,2012-03,20120301
2011,3,West Virginia,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,13,0,13,0,13,,,,,,,0115e9ac662f6a75,2024-12-20,2011-03,20110301
2009,2,Michigan,Food,,,,Caterer,50,0,28,0,28,"rice, unspecified;pork, other",rice;pork,Multiple,,,,0116827dbeeb53ef,2024-12-20,2009-02,20090201
2023,12,Michigan,Person-to-person,Norovirus,,Suspected,School/college/university,16,0,16,0,16,,,,,,,0116be298940811f,2024-12-20,2023-12,20231201
2022,4,Ohio,Water,Legionella pneumophila,unknown,Confirmed,Private home/residence,2,2,2,0,2,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,,0116d1c781231483,2024-12-20,2022-04,20220401
1998,9,Florida,Food,Staphylococcus aureus,,Suspected,Child daycare/preschool,3,,,,,"ham, unspecified",,Pork,,,,011999bfc4542192,2024-12-20,1998-09,19980901
2016,12,New York,Person-to-person,Norovirus,,Suspected,,18,,,,,,,,,,,0119a81fccf9e29c,2024-12-20,2016-12,20161201
2012,1,South Carolina,Indeterminate/unknown,Norovirus Genogroup II,,Suspected,,9,0,9,0,9,,,,,,,011b4e1d6569c755,2024-12-20,2012-01,20120101
2018,4,Multistate,Food,Salmonella enterica,Adelaide,Confirmed,Other,77,36,70,1,70,"melon, unspecified",,Fruits,,,,011c3da238fb9c1b,2024-12-20,2018-04,20180401
